job_id,job_title,company,location,experience_required,employment_type,salary_min,salary_max,skills,education,industry,posted_date,remote,job_description
JOB0146,Frontend Developer,Flipkart,Bangalore,1-3 years,Full-time,550000,900000,HTML;CSS;JavaScript;React,B.E.,E-Commerce,28-05-2026,Hybrid,Develop interactive web applications.
JOB0147,Backend Developer,IBM,Pune,3-5 years,Contract,800000,1300000,Node.js;Python;APIs;SQL,B.Tech,IT Services,29-05-2026,Yes,Develop backend APIs and integrations.
JOB0148,Full Stack Developer,Amazon,Hyderabad,5-8 years,Full-time,1350000,2150000,React;Node.js;MongoDB;JavaScript,B.Tech,E-Commerce,30-05-2026,Hybrid,Lead development of full-stack applications.
JOB0149,Machine Learning Engineer,Microsoft,Bangalore,3-5 years,Full-time,1100000,1850000,Python;TensorFlow;ML;Docker,M.Tech,IT Services,31-05-2026,Yes,Develop and deploy ML solutions.
JOB0150,Cloud Engineer,Oracle,Pune,1-3 years,Full-time,700000,1150000,AWS;Azure;Docker;Kubernetes,B.Tech,IT Services,01-06-2026,Hybrid,Support cloud infrastructure operations.
JOB0151,DevOps Engineer,Google,Bangalore,5-8 years,Full-time,1500000,2400000,Linux;Docker;Kubernetes;Jenkins,B.Tech,IT Services,02-06-2026,Yes,Manage CI/CD and cloud infrastructure.
JOB0152,Business Analyst,Deloitte,Mumbai,3-5 years,Full-time,700000,1100000,Excel;SQL;Power BI;Business Analysis,MBA,Consulting,03-06-2026,Hybrid,Translate business needs into technical requirements.
JOB0153,Product Manager,Amazon,Bangalore,5-8 years,Full-time,1500000,2350000,Product Strategy;Agile;Analytics,MBA,E-Commerce,04-06-2026,Yes,Lead product strategy and development.
JOB0154,Project Manager,TCS,Chennai,3-5 years,Full-time,1050000,1700000,Agile;Scrum;Jira;Leadership,MBA,IT Services,05-06-2026,No,Coordinate project schedules and delivery.
JOB0155,UI UX Designer,Infosys,Pune,1-3 years,Full-time,520000,850000,Figma;UI Design;UX Research,B.Des,IT Services,06-06-2026,Hybrid,Design user-friendly web and mobile interfaces.
JOB0156,Cyber Security Analyst,HCLTech,Noida,3-5 years,Full-time,780000,1250000,Cybersecurity;SIEM;Networking;Linux,B.Tech,IT Services,07-06-2026,Yes,Identify vulnerabilities and security incidents.
JOB0157,Database Administrator,Oracle,Hyderabad,5-8 years,Full-time,1100000,1800000,SQL;MySQL;Oracle;Database,B.Tech,Banking,08-06-2026,No,Manage database servers and backups.
JOB0158,QA Engineer,Cognizant,Chennai,1-3 years,Full-time,480000,780000,Selenium;Testing;Java;Automation,B.E.,IT Services,09-06-2026,Hybrid,Execute functional and automation testing.
JOB0159,AI Engineer,Google,Bangalore,3-5 years,Full-time,1150000,1950000,Python;AI;Deep Learning;NLP,M.Tech,IT Services,10-06-2026,Yes,Build AI models and intelligent applications.
JOB0160,Marketing Analyst,Flipkart,Mumbai,1-3 years,Full-time,520000,850000,Excel;Google Analytics;SQL;Marketing,MBA,E-Commerce,11-06-2026,Hybrid,Analyze marketing performance data.
JOB0161,Data Analyst,TCS,Mumbai,3-5 years,Full-time,650000,1050000,Python;SQL;Excel;Power BI,B.Tech,FinTech,12-06-2026,Yes,Analyze financial and business datasets.
JOB0162,Software Engineer,Accenture,Pune,1-3 years,Full-time,520000,850000,Java;Python;Git;APIs,B.E.,Consulting,13-06-2026,Hybrid,Develop software solutions for clients.
JOB0163,Python Developer,Wipro,Bangalore,3-5 years,Full-time,700000,1150000,Python;Django;Flask;SQL,MCA,IT Services,14-06-2026,No,Develop backend applications and APIs.
JOB0164,Data Scientist,IBM,Hyderabad,5-8 years,Full-time,1350000,2200000,Python;Machine Learning;SQL;Pandas,M.Tech,Healthcare,15-06-2026,Yes,Develop predictive analytics models.
JOB0165,Java Developer,Infosys,Chennai,1-3 years,Full-time,500000,820000,Java;Spring Boot;SQL;REST API,B.Tech,IT Services,16-06-2026,Hybrid,Build and maintain Java applications.
JOB0166,Frontend Developer,Microsoft,Bangalore,3-5 years,Full-time,800000,1300000,HTML;CSS;JavaScript;React,B.E.,IT Services,17-06-2026,Yes,Develop responsive frontend applications.
JOB0167,Backend Developer,Amazon,Hyderabad,3-5 years,Full-time,850000,1400000,Node.js;Python;APIs;SQL,B.Tech,E-Commerce,18-06-2026,Hybrid,Build scalable backend systems.
JOB0168,Full Stack Developer,Persistent Systems,Pune,1-3 years,Full-time,650000,1050000,React;Node.js;MongoDB;JavaScript,B.Tech,IT Services,19-06-2026,Yes,Develop full-stack web solutions.
JOB0169,Machine Learning Engineer,Google,Bangalore,5-8 years,Full-time,1550000,2450000,Python;TensorFlow;ML;Docker,M.Tech,IT Services,20-06-2026,Hybrid,Develop production machine learning systems.
JOB0170,Cloud Engineer,Microsoft,Hyderabad,3-5 years,Full-time,950000,1600000,AWS;Azure;Docker;Kubernetes,B.Tech,IT Services,21-06-2026,Yes,Manage cloud services and infrastructure.
JOB0171,DevOps Engineer,Amazon,Bangalore,1-3 years,Full-time,750000,1200000,Linux;Docker;Kubernetes;Jenkins,B.Tech,E-Commerce,22-06-2026,Hybrid,Automate development and deployment workflows.
JOB0172,Business Analyst,Capgemini,Mumbai,1-3 years,Full-time,550000,900000,Excel;SQL;Power BI;Business Analysis,MBA,Consulting,23-06-2026,No,Analyze business requirements and performance.
JOB0173,Product Manager,Microsoft,Hyderabad,5-8 years,Full-time,1450000,2250000,Product Strategy;Agile;Analytics,MBA,IT Services,24-06-2026,Yes,Define product strategy and roadmap.
JOB0174,Project Manager,Infosys,Pune,5-8 years,Full-time,1250000,1950000,Agile;Scrum;Jira;Leadership,MBA,IT Services,25-06-2026,Hybrid,Lead project execution and stakeholder communication.
JOB0175,UI UX Designer,Google,Bangalore,3-5 years,Full-time,750000,1200000,Figma;UI Design;UX Research,B.Des,IT Services,26-06-2026,Yes,Design user experiences and interfaces.
JOB0176,Cyber Security Analyst,IBM,Mumbai,1-3 years,Full-time,620000,980000,Cybersecurity;SIEM;Networking;Linux,B.Tech,Banking,27-06-2026,Hybrid,Monitor and respond to cybersecurity events.
JOB0177,Database Administrator,Oracle,Chennai,3-5 years,Full-time,820000,1350000,SQL;MySQL;Oracle;Database,B.Tech,Banking,28-06-2026,No,Maintain database systems and performance.
JOB0178,QA Engineer,TCS,Pune,3-5 years,Full-time,650000,1050000,Selenium;Testing;Java;Automation,B.E.,IT Services,29-06-2026,Hybrid,Automate application testing and quality checks.
JOB0179,AI Engineer,Google,Bangalore,5-8 years,Full-time,1600000,2500000,Python;AI;Deep Learning;NLP,M.Tech,IT Services,30-06-2026,Yes,Research and develop AI solutions.
JOB0180,Marketing Analyst,Reliance Industries,Mumbai,1-3 years,Full-time,520000,850000,Excel;Google Analytics;SQL;Marketing,MBA,Retail,01-07-2026,No,Analyze marketing campaigns and customer trends.
JOB0181,Data Analyst,Infosys,Pune,0-1 years,Internship,300000,450000,Python;SQL;Excel;Power BI,BCA,IT Services,02-07-2026,Hybrid,Support data analysis and reporting.
JOB0182,Software Engineer,Wipro,Bangalore,3-5 years,Full-time,750000,1200000,Java;Python;Git;APIs,B.Tech,IT Services,03-07-2026,Yes,Develop and maintain enterprise applications.
JOB0183,Python Developer,TCS,Hyderabad,1-3 years,Full-time,520000,850000,Python;Django;Flask;SQL,MCA,FinTech,04-07-2026,Hybrid,Develop Python APIs and services.
JOB0184,Data Scientist,Accenture,Mumbai,3-5 years,Full-time,900000,1500000,Python;Machine Learning;SQL;Pandas,M.Tech,Consulting,05-07-2026,Yes,Develop data science models and insights.
JOB0185,Java Developer,HCLTech,Noida,5-8 years,Full-time,1100000,1800000,Java;Spring Boot;SQL;REST API,B.Tech,IT Services,06-07-2026,No,Lead development of Java applications.
JOB0186,Frontend Developer,Flipkart,Bangalore,1-3 years,Full-time,550000,900000,HTML;CSS;JavaScript;React,B.E.,E-Commerce,07-07-2026,Hybrid,Build responsive and interactive interfaces.
JOB0187,Backend Developer,IBM,Pune,3-5 years,Full-time,800000,1300000,Node.js;Python;APIs;SQL,B.Tech,IT Services,08-07-2026,Yes,Develop APIs and backend infrastructure.
JOB0188,Full Stack Developer,Amazon,Hyderabad,3-5 years,Full-time,850000,1400000,React;Node.js;MongoDB;JavaScript,B.Tech,E-Commerce,09-07-2026,Hybrid,Develop scalable full-stack applications.
JOB0189,Machine Learning Engineer,Microsoft,Bangalore,3-5 years,Full-time,1100000,1800000,Python;TensorFlow;ML;Docker,M.Tech,IT Services,10-07-2026,Yes,Build and deploy machine learning models.
JOB0190,Cloud Engineer,Oracle,Pune,5-8 years,Full-time,1300000,2100000,AWS;Azure;Docker;Kubernetes,B.Tech,IT Services,11-07-2026,Hybrid,Architect and manage cloud infrastructure.
JOB0191,DevOps Engineer,Google,Bangalore,3-5 years,Full-time,1100000,1750000,Linux;Docker;Kubernetes;Jenkins,B.Tech,IT Services,12-07-2026,Yes,Manage CI/CD pipelines and cloud infrastructure.
JOB0192,Business Analyst,Deloitte,Mumbai,3-5 years,Full-time,700000,1100000,Excel;SQL;Power BI;Business Analysis,MBA,Consulting,13-07-2026,Hybrid,Analyze business processes and performance.
JOB0193,Product Manager,Amazon,Bangalore,5-8 years,Full-time,1500000,2350000,Product Strategy;Agile;Analytics,MBA,E-Commerce,14-07-2026,Yes,Lead product development and strategy.
JOB0194,Project Manager,TCS,Pune,5-8 years,Full-time,1300000,2000000,Agile;Scrum;Jira;Leadership,MBA,IT Services,15-07-2026,No,Manage project scope and delivery.
JOB0195,UI UX Designer,Microsoft,Hyderabad,1-3 years,Full-time,550000,900000,Figma;UI Design;UX Research,B.Des,IT Services,16-07-2026,Hybrid,Create user-centered digital designs.
JOB0196,Cyber Security Analyst,IBM,Bangalore,3-5 years,Full-time,750000,1200000,Cybersecurity;SIEM;Networking;Linux,B.Tech,IT Services,17-07-2026,Yes,Analyze threats and security incidents.
JOB0197,Database Administrator,Oracle,Chennai,5-8 years,Full-time,1100000,1800000,SQL;MySQL;Oracle;Database,B.Tech,Banking,18-07-2026,No,Manage databases and ensure availability.
JOB0198,QA Engineer,Cognizant,Pune,1-3 years,Full-time,500000,820000,Selenium;Testing;Java;Automation,B.E.,IT Services,19-07-2026,Hybrid,Perform automated and manual testing.
JOB0199,AI Engineer,Google,Bangalore,3-5 years,Full-time,1150000,1950000,Python;AI;Deep Learning;NLP,M.Tech,IT Services,20-07-2026,Yes,Develop AI models and applications.
JOB0200,Marketing Analyst,Flipkart,Mumbai,1-3 years,Full-time,550000,900000,Excel;Google Analytics;SQL;Marketing,MBA,E-Commerce,21-07-2026,Hybrid,Analyze customer and marketing data.
JOB0201,Data Analyst,TCS,Mumbai,1-3 years,Full-time,500000,820000,Python;SQL;Excel;Power BI,B.Tech,IT Services,22-07-2026,Hybrid,Analyze business data and create dashboards.
JOB0202,Software Engineer,Infosys,Pune,3-5 years,Full-time,720000,1200000,Java;Python;Git;APIs,B.E.,IT Services,23-07-2026,Yes,Develop scalable software applications.
JOB0203,Python Developer,Wipro,Bangalore,1-3 years,Full-time,520000,850000,Python;Django;Flask;SQL,MCA,FinTech,24-07-2026,Hybrid,Build backend services and APIs.
JOB0204,Data Scientist,Accenture,Hyderabad,3-5 years,Full-time,950000,1550000,Python;Machine Learning;SQL;Pandas,M.Tech,Consulting,25-07-2026,Yes,Develop predictive models and analytical solutions.
JOB0205,Java Developer,Capgemini,Chennai,1-3 years,Full-time,500000,820000,Java;Spring Boot;SQL;REST API,B.Tech,IT Services,26-07-2026,No,Develop enterprise Java applications.
JOB0206,Frontend Developer,Deloitte,Mumbai,3-5 years,Full-time,750000,1200000,HTML;CSS;JavaScript;React,B.E.,Consulting,27-07-2026,Hybrid,Build responsive web interfaces.
JOB0207,Backend Developer,HCLTech,Noida,3-5 years,Full-time,800000,1300000,Node.js;Python;APIs;SQL,B.Tech,IT Services,28-07-2026,Yes,Develop scalable backend services.
JOB0208,Full Stack Developer,Cognizant,Bangalore,1-3 years,Full-time,650000,1050000,React;Node.js;MongoDB;JavaScript,B.Tech,IT Services,29-07-2026,Hybrid,Build full-stack web applications.
JOB0209,Machine Learning Engineer,IBM,Bangalore,5-8 years,Full-time,1400000,2250000,Python;TensorFlow;ML;Docker,M.Tech,IT Services,30-07-2026,Yes,Develop and deploy machine learning models.
JOB0210,Cloud Engineer,Microsoft,Hyderabad,3-5 years,Full-time,950000,1600000,AWS;Azure;Docker;Kubernetes,B.Tech,IT Services,31-07-2026,Hybrid,Manage cloud infrastructure and services.
JOB0211,DevOps Engineer,Amazon,Bangalore,3-5 years,Full-time,1050000,1700000,Linux;Docker;Kubernetes;Jenkins,B.Tech,E-Commerce,01-08-2026,Yes,Automate deployment and infrastructure.
JOB0212,Business Analyst,Tech Mahindra,Mumbai,1-3 years,Full-time,550000,900000,Excel;SQL;Power BI;Business Analysis,MBA,Banking,02-08-2026,Hybrid,Analyze business requirements and processes.
JOB0213,Product Manager,Oracle,Bangalore,5-8 years,Full-time,1400000,2200000,Product Strategy;Agile;Analytics,MBA,IT Services,03-08-2026,Yes,Manage product strategy and roadmap.
JOB0214,Project Manager,LTIMindtree,Pune,5-8 years,Full-time,1250000,2000000,Agile;Scrum;Jira;Leadership,MBA,IT Services,04-08-2026,No,Lead technology projects and teams.
JOB0215,UI UX Designer,Persistent Systems,Mumbai,1-3 years,Full-time,550000,900000,Figma;UI Design;UX Research,B.Des,E-Commerce,05-08-2026,Hybrid,Design user-friendly digital experiences.
JOB0216,Cyber Security Analyst,Mphasis,Hyderabad,3-5 years,Full-time,750000,1200000,Cybersecurity;SIEM;Networking;Linux,B.Tech,IT Services,06-08-2026,Yes,Monitor security events and investigate threats.
JOB0217,Database Administrator,Oracle,Chennai,5-8 years,Full-time,1100000,1800000,SQL;MySQL;Oracle;Database,B.Tech,Banking,07-08-2026,No,Maintain database systems and performance.
JOB0218,QA Engineer,Cognizant,Pune,1-3 years,Full-time,500000,820000,Selenium;Testing;Java;Automation,B.E.,IT Services,08-08-2026,Hybrid,Perform software testing and automation.
JOB0219,AI Engineer,Google,Bangalore,3-5 years,Full-time,1200000,2000000,Python;AI;Deep Learning;NLP,M.Tech,IT Services,09-08-2026,Yes,Develop AI-powered applications.
JOB0220,Marketing Analyst,Flipkart,Mumbai,1-3 years,Full-time,550000,900000,Excel;Google Analytics;SQL;Marketing,MBA,E-Commerce,10-08-2026,Hybrid,Analyze marketing campaigns and customer behavior.
JOB0221,Data Analyst,Infosys,Bangalore,0-1 years,Internship,300000,450000,Python;SQL;Excel;Power BI,B.Sc,IT Services,11-08-2026,Yes,Support data analysis and reporting.
JOB0222,Software Engineer,TCS,Pune,1-3 years,Full-time,520000,850000,Java;Python;Git;APIs,B.Tech,IT Services,12-08-2026,Hybrid,Develop and test software solutions.
JOB0223,Python Developer,Accenture,Mumbai,3-5 years,Full-time,700000,1150000,Python;Django;Flask;SQL,MCA,Consulting,13-08-2026,Yes,Develop Python applications and APIs.
JOB0224,Data Scientist,Microsoft,Bangalore,5-8 years,Full-time,1350000,2150000,Python;Machine Learning;SQL;Pandas,M.Tech,IT Services,14-08-2026,Hybrid,Build advanced predictive models.
JOB0225,Java Developer,Wipro,Chennai,3-5 years,Full-time,700000,1150000,Java;Spring Boot;SQL;REST API,B.Tech,Telecommunications,15-08-2026,No,Develop Java-based enterprise systems.
JOB0226,Frontend Developer,Amazon,Bangalore,1-3 years,Full-time,550000,900000,HTML;CSS;JavaScript;React,B.E.,E-Commerce,16-08-2026,Hybrid,Create modern responsive interfaces.
JOB0227,Backend Developer,IBM,Pune,5-8 years,Full-time,1200000,1900000,Node.js;Python;APIs;SQL,B.Tech,IT Services,17-08-2026,Yes,Design scalable backend architecture.
JOB0228,Full Stack Developer,Microsoft,Hyderabad,3-5 years,Full-time,850000,1400000,React;Node.js;MongoDB;JavaScript,B.Tech,IT Services,18-08-2026,Hybrid,Develop full-stack applications.
JOB0229,Machine Learning Engineer,Google,Bangalore,3-5 years,Full-time,1100000,1850000,Python;TensorFlow;ML;Docker,M.Tech,IT Services,19-08-2026,Yes,Train and deploy machine learning models.
JOB0230,Cloud Engineer,Amazon,Hyderabad,5-8 years,Full-time,1400000,2200000,AWS;Azure;Docker;Kubernetes,B.Tech,E-Commerce,20-08-2026,Hybrid,Design cloud infrastructure solutions.
JOB0231,DevOps Engineer,Google,Bangalore,5-8 years,Full-time,1500000,2400000,Linux;Docker;Kubernetes;Jenkins,B.Tech,IT Services,21-08-2026,Yes,Manage CI/CD pipelines and infrastructure.
JOB0232,Business Analyst,Deloitte,Mumbai,3-5 years,Full-time,700000,1100000,Excel;SQL;Power BI;Business Analysis,MBA,Consulting,22-08-2026,Hybrid,Analyze business performance and requirements.
JOB0233,Product Manager,Amazon,Bangalore,5-8 years,Full-time,1500000,2350000,Product Strategy;Agile;Analytics,MBA,E-Commerce,23-08-2026,Yes,Drive product roadmap and strategy.
JOB0234,Project Manager,TCS,Pune,3-5 years,Full-time,1050000,1700000,Agile;Scrum;Jira;Leadership,MBA,IT Services,24-08-2026,No,Coordinate project delivery and stakeholders.
JOB0235,UI UX Designer,Microsoft,Hyderabad,3-5 years,Full-time,750000,1200000,Figma;UI Design;UX Research,B.Des,IT Services,25-08-2026,Hybrid,Create user-centered product designs.
JOB0236,Cyber Security Analyst,IBM,Bangalore,1-3 years,Full-time,620000,980000,Cybersecurity;SIEM;Networking;Linux,B.Tech,IT Services,26-08-2026,Yes,Analyze security alerts and vulnerabilities.
JOB0237,Database Administrator,Oracle,Chennai,3-5 years,Full-time,850000,1350000,SQL;MySQL;Oracle;Database,B.Tech,Banking,27-08-2026,No,Manage database availability and performance.
JOB0238,QA Engineer,TCS,Pune,3-5 years,Full-time,650000,1050000,Selenium;Testing;Java;Automation,B.E.,IT Services,28-08-2026,Hybrid,Develop automated testing frameworks.
JOB0239,AI Engineer,Google,Bangalore,5-8 years,Full-time,1550000,2450000,Python;AI;Deep Learning;NLP,M.Tech,IT Services,29-08-2026,Yes,Build advanced AI solutions.
JOB0240,Marketing Analyst,Reliance Industries,Mumbai,3-5 years,Full-time,700000,1100000,Excel;Google Analytics;SQL;Marketing,MBA,Retail,30-08-2026,No,Analyze customer and marketing trends.
JOB0241,Data Analyst,Capgemini,Pune,1-3 years,Full-time,500000,820000,Python;SQL;Excel;Power BI,B.Tech,IT Services,31-08-2026,Hybrid,Prepare analytical reports and dashboards.
JOB0242,Software Engineer,Infosys,Bangalore,3-5 years,Full-time,750000,1200000,Java;Python;Git;APIs,B.E.,IT Services,01-09-2026,Yes,Develop enterprise software applications.
JOB0243,Python Developer,Wipro,Hyderabad,1-3 years,Full-time,520000,850000,Python;Django;Flask;SQL,MCA,FinTech,02-09-2026,Hybrid,Develop Python backend services.
JOB0244,Data Scientist,Accenture,Mumbai,3-5 years,Full-time,950000,1550000,Python;Machine Learning;SQL;Pandas,M.Tech,Consulting,03-09-2026,Yes,Develop predictive analytics models.
JOB0245,Java Developer,HCLTech,Noida,5-8 years,Full-time,1050000,1750000,Java;Spring Boot;SQL;REST API,B.Tech,IT Services,04-09-2026,No,Lead Java application development.
JOB0246,Frontend Developer,Flipkart,Bangalore,1-3 years,Full-time,550000,900000,HTML;CSS;JavaScript;React,B.E.,E-Commerce,05-09-2026,Hybrid,Develop interactive web applications.
JOB0247,Backend Developer,Cognizant,Pune,3-5 years,Full-time,800000,1300000,Node.js;Python;APIs;SQL,B.Tech,IT Services,06-09-2026,Yes,Develop backend APIs and integrations.
JOB0248,Full Stack Developer,Amazon,Hyderabad,5-8 years,Full-time,1300000,2100000,React;Node.js;MongoDB;JavaScript,B.Tech,E-Commerce,07-09-2026,Hybrid,Lead full-stack application development.
JOB0249,Machine Learning Engineer,Microsoft,Bangalore,3-5 years,Full-time,1100000,1850000,Python;TensorFlow;ML;Docker,M.Tech,IT Services,08-09-2026,Yes,Develop production ML systems.
JOB0250,Cloud Engineer,Oracle,Pune,3-5 years,Full-time,950000,1550000,AWS;Azure;Docker;Kubernetes,B.Tech,IT Services,09-09-2026,Hybrid,Manage cloud infrastructure.
JOB0251,DevOps Engineer,Amazon,Bangalore,5-8 years,Full-time,1450000,2250000,Linux;Docker;Kubernetes;Jenkins,B.Tech,E-Commerce,10-09-2026,Yes,Automate deployment and infrastructure.
JOB0252,Business Analyst,Deloitte,Mumbai,1-3 years,Full-time,550000,900000,Excel;SQL;Power BI;Business Analysis,MBA,Consulting,11-09-2026,Hybrid,Analyze business requirements.
JOB0253,Product Manager,Microsoft,Hyderabad,5-8 years,Full-time,1450000,2300000,Product Strategy;Agile;Analytics,MBA,IT Services,12-09-2026,Yes,Manage product strategy and roadmap.
JOB0254,Project Manager,TCS,Pune,5-8 years,Full-time,1300000,2000000,Agile;Scrum;Jira;Leadership,MBA,IT Services,13-09-2026,No,Lead project teams and delivery.
JOB0255,UI UX Designer,Google,Bangalore,1-3 years,Full-time,550000,900000,Figma;UI Design;UX Research,B.Des,IT Services,14-09-2026,Hybrid,Design intuitive user interfaces.
JOB0256,Cyber Security Analyst,IBM,Mumbai,3-5 years,Full-time,750000,1200000,Cybersecurity;SIEM;Networking;Linux,B.Tech,Banking,15-09-2026,Yes,Monitor cybersecurity threats.
JOB0257,Database Administrator,Oracle,Chennai,5-8 years,Full-time,1100000,1800000,SQL;MySQL;Oracle;Database,B.Tech,Banking,16-09-2026,No,Maintain database systems.
JOB0258,QA Engineer,Cognizant,Pune,1-3 years,Full-time,500000,820000,Selenium;Testing;Java;Automation,B.E.,IT Services,16-09-2026,Hybrid,Perform software quality testing.
JOB0259,AI Engineer,Google,Bangalore,3-5 years,Full-time,1150000,1950000,Python;AI;Deep Learning;NLP,M.Tech,IT Services,16-09-2026,Yes,Develop AI-powered solutions.
JOB0260,Marketing Analyst,Flipkart,Mumbai,1-3 years,Full-time,550000,900000,Excel;Google Analytics;SQL;Marketing,MBA,E-Commerce,16-09-2026,Hybrid,Analyze marketing data.
JOB0261,Data Analyst,TCS,Pune,1-3 years,Full-time,500000,820000,Python;SQL;Excel;Power BI,B.Sc,FinTech,16-09-2026,Yes,Analyze financial datasets.
JOB0262,Software Engineer,Accenture,Bangalore,1-3 years,Full-time,550000,900000,Java;Python;Git;APIs,B.Tech,Consulting,16-09-2026,Hybrid,Develop software applications.
JOB0263,Python Developer,Infosys,Hyderabad,3-5 years,Full-time,700000,1150000,Python;Django;Flask;SQL,MCA,IT Services,16-09-2026,No,Build scalable Python applications.
JOB0264,Data Scientist,IBM,Bangalore,5-8 years,Full-time,1300000,2100000,Python;Machine Learning;SQL;Pandas,M.Tech,Healthcare,16-09-2026,Yes,Create predictive analytics models.
JOB0265,Java Developer,Cognizant,Chennai,1-3 years,Full-time,500000,820000,Java;Spring Boot;SQL;REST API,B.Tech,IT Services,16-09-2026,Hybrid,Develop Java applications.
JOB0266,Frontend Developer,Microsoft,Bangalore,3-5 years,Full-time,800000,1300000,HTML;CSS;JavaScript;React,B.E.,IT Services,16-09-2026,Yes,Build responsive frontend applications.
JOB0267,Backend Developer,Amazon,Hyderabad,3-5 years,Full-time,850000,1400000,Node.js;Python;APIs;SQL,B.Tech,E-Commerce,16-09-2026,Hybrid,Develop scalable APIs.
JOB0268,Full Stack Developer,Persistent Systems,Pune,1-3 years,Full-time,650000,1050000,React;Node.js;MongoDB;JavaScript,B.Tech,IT Services,16-09-2026,Yes,Build full-stack applications.
JOB0269,Machine Learning Engineer,Google,Bangalore,5-8 years,Full-time,1500000,2400000,Python;TensorFlow;ML;Docker,M.Tech,IT Services,16-09-2026,Hybrid,Develop machine learning solutions.
JOB0270,Cloud Engineer,Microsoft,Hyderabad,3-5 years,Full-time,950000,1600000,AWS;Azure;Docker;Kubernetes,B.Tech,IT Services,16-09-2026,Yes,Manage cloud infrastructure.
JOB0271,DevOps Engineer,Amazon,Bangalore,3-5 years,Full-time,1000000,1650000,Linux;Docker;Kubernetes;Jenkins,B.Tech,E-Commerce,16-09-2026,Hybrid,Manage deployment pipelines.
JOB0272,Business Analyst,Capgemini,Mumbai,1-3 years,Full-time,550000,900000,Excel;SQL;Power BI;Business Analysis,MBA,Consulting,16-09-2026,No,Analyze business requirements.
JOB0273,Product Manager,Amazon,Bangalore,5-8 years,Full-time,1500000,2350000,Product Strategy;Agile;Analytics,MBA,E-Commerce,16-09-2026,Yes,Lead product strategy.
JOB0274,Project Manager,TCS,Pune,5-8 years,Full-time,1300000,2000000,Agile;Scrum;Jira;Leadership,MBA,IT Services,16-09-2026,Hybrid,Manage project delivery.
JOB0275,UI UX Designer,Microsoft,Hyderabad,3-5 years,Full-time,750000,1200000,Figma;UI Design;UX Research,B.Des,IT Services,16-09-2026,Yes,Design digital experiences.
JOB0276,Cyber Security Analyst,IBM,Bangalore,1-3 years,Full-time,600000,950000,Cybersecurity;SIEM;Networking;Linux,B.Tech,IT Services,16-09-2026,Hybrid,Monitor security events.
JOB0277,Database Administrator,Oracle,Chennai,3-5 years,Full-time,800000,1300000,SQL;MySQL;Oracle;Database,B.Tech,Banking,16-09-2026,No,Maintain enterprise databases.
JOB0278,QA Engineer,TCS,Pune,3-5 years,Full-time,650000,1050000,Selenium;Testing;Java;Automation,B.E.,IT Services,16-09-2026,Hybrid,Perform automated testing.
JOB0279,AI Engineer,Google,Bangalore,5-8 years,Full-time,1550000,2450000,Python;AI;Deep Learning;NLP,M.Tech,IT Services,16-09-2026,Yes,Build advanced AI systems.
JOB0280,Marketing Analyst,Flipkart,Mumbai,1-3 years,Full-time,550000,900000,Excel;Google Analytics;SQL;Marketing,MBA,E-Commerce,16-09-2026,Hybrid,Analyze marketing performance.
JOB0281,Data Analyst,Infosys,Pune,1-3 years,Full-time,500000,820000,Python;SQL;Excel;Power BI,B.Tech,IT Services,16-09-2026,Yes,Create analytical dashboards.
JOB0282,Software Engineer,Wipro,Bangalore,3-5 years,Full-time,750000,1200000,Java;Python;Git;APIs,B.E.,IT Services,16-09-2026,Hybrid,Develop enterprise applications.
JOB0283,Python Developer,TCS,Hyderabad,1-3 years,Full-time,520000,850000,Python;Django;Flask;SQL,MCA,FinTech,16-09-2026,No,Develop Python backend systems.
JOB0284,Data Scientist,Accenture,Mumbai,3-5 years,Full-time,950000,1550000,Python;Machine Learning;SQL;Pandas,M.Tech,Consulting,16-09-2026,Yes,Build predictive models.
JOB0285,Java Developer,HCLTech,Noida,5-8 years,Full-time,1050000,1750000,Java;Spring Boot;SQL;REST API,B.Tech,IT Services,16-09-2026,Hybrid,Lead Java development.
JOB0286,Frontend Developer,Flipkart,Bangalore,1-3 years,Full-time,550000,900000,HTML;CSS;JavaScript;React,B.E.,E-Commerce,16-09-2026,Yes,Develop web interfaces.
JOB0287,Backend Developer,IBM,Pune,3-5 years,Full-time,800000,1300000,Node.js;Python;APIs;SQL,B.Tech,IT Services,16-09-2026,Hybrid,Build backend services.
JOB0288,Full Stack Developer,Amazon,Hyderabad,5-8 years,Full-time,1300000,2100000,React;Node.js;MongoDB;JavaScript,B.Tech,E-Commerce,16-09-2026,Yes,Develop full-stack systems.
JOB0289,Machine Learning Engineer,Microsoft,Bangalore,3-5 years,Full-time,1100000,1850000,Python;TensorFlow;ML;Docker,M.Tech,IT Services,16-09-2026,Hybrid,Deploy machine learning models.
JOB0290,Cloud Engineer,Oracle,Pune,3-5 years,Full-time,950000,1550000,AWS;Azure;Docker;Kubernetes,B.Tech,IT Services,16-09-2026,Yes,Manage cloud services.
JOB0291,DevOps Engineer,Google,Bangalore,5-8 years,Full-time,1500000,2400000,Linux;Docker;Kubernetes;Jenkins,B.Tech,IT Services,16-09-2026,Hybrid,Automate cloud infrastructure.
JOB0292,Business Analyst,Deloitte,Mumbai,1-3 years,Full-time,550000,900000,Excel;SQL;Power BI;Business Analysis,MBA,Consulting,16-09-2026,No,Analyze business operations.
